5.000000000000003331e-01 1.345347593582888190e-01 6.734759358288755493e-02 7.981176470588233762e-01
5.100000000000040057e-01 1.322622950819672127e-01 6.896174863387971588e-02 7.987759562841525440e-01
5.199999999999987965e-01 1.309888888888887937e-01 6.976666666666678229e-02 7.992444444444457563e-01
5.300000000000006928e-01 1.301477272727272760e-01 6.956818181818184843e-02 8.002840909090902510e-01
5.400000000000042544e-01 1.299186046511625614e-01 6.809302325581371995e-02 8.019883720930242044e-01
5.499999999999962697e-01 1.271309523809523445e-01 6.964285714285724238e-02 8.032261904761909266e-01
5.600000000000036060e-01 1.292727272727272614e-01 6.774545454545448375e-02 8.029818181818195733e-01
5.699999999999966205e-01 1.293540372670811955e-01 6.818633540372666391e-02 8.024596273291925153e-01
5.800000000000014033e-01 1.287388535031847858e-01 6.584713375796175105e-02 8.054140127388533799e-01
5.899999999999985256e-01 1.267320261437906992e-01 6.752941176470569906e-02 8.057385620915030744e-01
5.999999999999948708e-01 1.296400000000000607e-01 6.497333333333331351e-02 8.053866666666671392e-01
6.099999999999995426e-01 1.275068493150685045e-01 6.531506849315073249e-02 8.071780821917806659e-01
6.200000000000048805e-01 1.233943661971835803e-01 6.747887323943647930e-02 8.091267605633797322e-01
6.300000000000016698e-01 1.223453237410071781e-01 6.736690647482013183e-02 8.102877697841726068e-01
6.399999999999954614e-01 1.263407407407401706e-01 6.454814814814785473e-02 8.091111111111113363e-01
6.500000000000002442e-01 1.267786259541986982e-01 6.496183206106875829e-02 8.082595419847337093e-01
6.599999999999952571e-01 1.244724409448819957e-01 6.280314960629911070e-02 8.127244094488222936e-01
6.700000000000029265e-01 1.219193548387097620e-01 6.301612903225824180e-02 8.150645161290309693e-01
6.799999999999986056e-01 1.250499999999999390e-01 6.368333333333343893e-02 8.112666666666724646e-01
6.900000000000047207e-01 1.204827586206897866e-01 6.391379310344835751e-02 8.156034482758611759e-01
6.999999999999970690e-01 1.239821428571429573e-01 6.262500000000001399e-02 8.133928571428565846e-01
7.099999999999930811e-01 1.213027522935779534e-01 6.387155963302745820e-02 8.148256880733955043e-01
7.199999999999985301e-01 1.231238095238093161e-01 6.354285714285692888e-02 8.133333333333343518e-01
7.300000000000047562e-01 1.192871287128713792e-01 6.128712871287133462e-02 8.194257425742580425e-01
7.400000000000034328e-01 1.203711340206187891e-01 6.204123711340212011e-02 8.175876288659783553e-01
7.499999999999913403e-01 1.191276595744679839e-01 6.142553191489362463e-02 8.194468085106391131e-01
7.599999999999969003e-01 1.190888888888890634e-01 6.053333333333305033e-02 8.203777777777784275e-01
7.699999999999963540e-01 1.190465116279064983e-01 6.111627906976742353e-02 8.198372093023255092e-01
7.800000000000025802e-01 1.174216867469886211e-01 6.171084337349432014e-02 8.208674698795194180e-01
7.900000000000085842e-01 1.199746835443039755e-01 6.043037974683552332e-02 8.195949367088609661e-01
8.000000000000064837e-01 1.183466666666667111e-01 5.951999999999987856e-02 8.221333333333332716e-01
8.099999999999936140e-01 1.180563380281690611e-01 5.890140845070412218e-02 8.230422535211271429e-01
8.199999999999916245e-01 1.193529411764705089e-01 5.758823529411731534e-02 8.230588235294117316e-01
8.299999999999977396e-01 1.181874999999994597e-01 5.737499999999964156e-02 8.244374999999982689e-01
8.400000000000042988e-01 1.171333333333334364e-01 5.813333333333344649e-02 8.247333333333385363e-01
8.500000000000048628e-01 1.166071428571428675e-01 5.571428571428565374e-02 8.276785714285701534e-01
8.600000000000113110e-01 1.096226415094339740e-01 5.969811320754717793e-02 8.306792452830166207e-01
8.699999999999946665e-01 1.159183673469387776e-01 5.665306122448962589e-02 8.274285714285706250e-01
8.799999999999948974e-01 1.151999999999994556e-01 5.435555555555531687e-02 8.304444444444430973e-01
8.900000000000016787e-01 1.170952380952377386e-01 5.676190476190468015e-02 8.261428571428564016e-01
9.000000000000082379e-01 1.142631578947372467e-01 5.757894736842139594e-02 8.281578947368432031e-01
9.100000000000075806e-01 1.176470588235286746e-01 5.564705882352908445e-02 8.267058823529409572e-01
9.199999999999907141e-01 1.098666666666668623e-01 5.859999999999973563e-02 8.315333333333382315e-01
9.299999999999901679e-01 1.154814814814809909e-01 5.703703703703683764e-02 8.274814814814794861e-01
9.399999999999971712e-01 1.143478260869571078e-01 5.182608695652162617e-02 8.338260869565207178e-01
9.500000000000055067e-01 1.126315789473689155e-01 5.705263157894766013e-02 8.303157894736852285e-01
9.600000000000052935e-01 1.162666666666661436e-01 5.279999999999977073e-02 8.309333333333355220e-01
9.700000000000121858e-01 1.121666666666667478e-01 5.033333333333342430e-02 8.375000000000010214e-01
9.799999999999923217e-01 1.047500000000000792e-01 5.175000000000003902e-02 8.434999999999973630e-01
9.899999999999936628e-01 1.045000000000000789e-01 4.550000000000003347e-02 8.499999999999968692e-01
