5.000000000000003331e-01 1.329679144385026712e-01 6.936898395721935451e-02 7.976631016042764477e-01
5.100000000000072253e-01 1.327267759562839600e-01 6.849726775956289926e-02 7.987759562841516559e-01
5.200000000000074563e-01 1.321166666666666323e-01 6.841666666666691710e-02 7.994666666666628840e-01
5.299999999999909228e-01 1.308125000000000537e-01 6.828977272727274062e-02 8.008977272727275665e-01
5.399999999999945954e-01 1.327674418604650741e-01 6.744186046511557731e-02 7.997906976744197927e-01
5.500000000000005995e-01 1.307440476190477874e-01 6.671428571428573984e-02 8.025416666666674859e-01
5.600000000000042721e-01 1.301757575757571117e-01 6.848484848484856502e-02 8.013393939393955723e-01
5.699999999999989519e-01 1.276149068322989244e-01 6.677018633540444947e-02 8.056149068323006368e-01
5.800000000000131717e-01 1.265796178343951417e-01 6.707006369426744830e-02 8.063503184713390892e-01
5.899999999999889777e-01 1.272810457516338478e-01 6.665359477124152554e-02 8.060653594771212127e-01
6.000000000000014211e-01 1.271666666666663448e-01 6.681999999999990725e-02 8.060133333333333594e-01
6.099999999999995426e-01 1.272739726027390939e-01 6.605479452054786871e-02 8.066712328767116080e-01
6.199999999999964428e-01 1.265070422535206907e-01 6.574647887323871454e-02 8.077464788732379164e-01
6.300000000000105516e-01 1.247913669064750347e-01 6.405035971223026203e-02 8.111582733812972013e-01
6.399999999999846922e-01 1.243777777777788085e-01 6.331111111111080436e-02 8.123111111111098737e-01
6.500000000000049072e-01 1.247786259541987797e-01 6.441221374045807968e-02 8.108091603053428909e-01
6.599999999999945910e-01 1.248582677165354510e-01 6.205511811023600027e-02 8.130866141732304708e-01
6.699999999999893818e-01 1.235080645161291540e-01 6.425000000000026523e-02 8.122419354838711358e-01
6.800000000000062661e-01 1.233500000000001956e-01 6.301666666666680405e-02 8.136333333333357620e-01
6.899999999999990585e-01 1.238189655172415859e-01 6.191379310344859166e-02 8.142672413793105024e-01
7.000000000000036193e-01 1.226607142857141369e-01 6.268750000000002098e-02 8.146517857142823171e-01
7.099999999999907496e-01 1.218440366972481786e-01 6.316513761467912325e-02 8.149908256880749047e-01
7.200000000000154055e-01 1.215142857142853111e-01 6.100952380952369414e-02 8.174761904761894682e-01
7.300000000000065326e-01 1.210099009900991035e-01 6.160396039603965174e-02 8.173861386138620011e-01
7.399999999999928857e-01 1.201752577319589038e-01 6.059793814432976045e-02 8.192268041237068532e-01
7.500000000000006661e-01 1.188404255319154001e-01 6.228723404255336743e-02 8.188723404255336957e-01
7.599999999999899059e-01 1.214444444444449933e-01 6.115555555555608064e-02 8.173999999999984611e-01
7.700000000000141176e-01 1.190813953488354532e-01 6.008139534883639998e-02 8.208372093023248439e-01
7.800000000000026912e-01 1.194216867469872073e-01 6.106024096385582328e-02 8.195180722891571845e-01
7.899999999999903766e-01 1.181139240506339089e-01 5.982278481012671262e-02 8.220632911392405928e-01
8.000000000000146994e-01 1.181733333333332830e-01 5.959999999999979897e-02 8.222266666666657731e-01
8.099999999999855094e-01 1.171549295774629851e-01 5.833802816901335203e-02 8.245070422535216714e-01
8.200000000000111644e-01 1.181470588235295077e-01 5.676470588235317527e-02 8.250882352941182329e-01
8.299999999999976286e-01 1.172343749999994467e-01 5.992187499999941658e-02 8.228437499999966542e-01
8.399999999999834266e-01 1.181333333333336733e-01 5.890000000000036873e-02 8.229666666666792807e-01
8.500000000000110800e-01 1.159464285714284920e-01 5.948214285714300414e-02 8.245714285714239589e-01
8.599999999999961009e-01 1.172830188679242214e-01 5.586792452830211669e-02 8.268490566037750567e-01
8.700000000000118749e-01 1.174693877551019477e-01 5.573469387755070059e-02 8.267959183673516677e-01
8.799999999999934541e-01 1.171111111111121511e-01 5.591111111111081444e-02 8.269777777777758132e-01
8.899999999999774758e-01 1.142380952380937370e-01 5.714285714285649576e-02 8.286190476190495868e-01
9.000000000000100142e-01 1.138947368421061035e-01 5.534210526315830325e-02 8.307631578947406448e-01
9.099999999999897060e-01 1.147941176470593100e-01 5.499999999999949374e-02 8.302058823529412379e-01
9.200000000000089218e-01 1.126000000000005746e-01 5.693333333333383539e-02 8.304666666666776775e-01
9.299999999999882805e-01 1.125925925925937154e-01 5.722222222222195231e-02 8.301851851851851372e-01
9.400000000000228173e-01 1.135652173913052898e-01 5.573913043478308238e-02 8.306956521739128352e-01
9.500000000000059508e-01 1.135263157894745162e-01 5.215789473684236122e-02 8.343157894736867863e-01
9.599999999999841993e-01 1.185333333333342537e-01 5.146666666666641077e-02 8.300000000000092859e-01
9.700000000000192912e-01 1.143333333333335089e-01 5.441666666666657853e-02 8.312500000000080380e-01
9.799999999999866596e-01 1.136250000000000870e-01 4.725000000000003503e-02 8.391249999999937925e-01
9.900000000000197531e-01 1.057500000000000800e-01 4.900000000000003658e-02 8.452499999999991687e-01
